event_id,user_id,username,department,job_title,resource,action,timestamp,source_ip,location,success,is_anomaly,anomaly_type
E002393,U0140,sgarcia,Legal,Paralegal,employee_directory,execute,2025-09-30 12:54:19.254186,192.168.162.41,"Singapore, SG",True,False,
E002394,U0180,xvang,HR,HR Manager,crm_system,read,2025-09-30 12:57:55.254186,192.168.107.233,"Tokyo, JP",True,False,
E002395,U0129,basschristina,Legal,General Counsel,learning_portal,write,2025-09-30 12:58:58.254186,192.168.24.115,"San Francisco, US",True,False,
E002396,U0032,barnesbrandy,Product,Product Manager,company_news,execute,2025-09-30 13:00:06.254186,192.168.57.97,"Tokyo, JP",True,False,
E002397,U0067,shawnrogers,Engineering,Software Engineer,time_tracker,read,2025-09-30 13:00:51.254186,192.168.26.103,"Toronto, CA",True,False,
E002398,U0007,tracie31,Operations,Operations Analyst,project_management,read,2025-09-30 13:02:17.254186,192.168.44.200,"Berlin, DE",True,False,
E002399,U0133,lisahall,Product,Senior PM,employee_directory,write,2025-09-30 13:07:34.254186,192.168.8.128,"Berlin, DE",True,False,
E002400,U0165,cassidy82,Sales,Account Executive,analytics_dashboard,read,2025-09-30 13:13:58.254186,192.168.184.223,"London, UK",True,False,
E002401,U0053,campbellelizabeth,HR,HR Specialist,vacation_calendar,read,2025-09-30 13:26:03.254186,192.168.83.200,"San Francisco, US",True,False,
E002402,U0009,veronica83,Product,Product Manager,project_management,write,2025-09-30 13:36:03.254186,192.168.171.25,"San Francisco, US",True,False,
E002403,U0105,lori44,Marketing,CMO,crm_system,write,2025-09-30 13:39:26.254186,192.168.19.197,"Toronto, CA",True,False,
E002404,U0124,christopher60,Finance,Accountant,analytics_dashboard,read,2025-09-30 13:44:58.254186,192.168.163.120,"Toronto, CA",True,False,
E002405,U0059,wcole,Customer Support,Support Manager,vacation_calendar,read,2025-09-30 13:49:09.254186,192.168.144.246,"San Francisco, US",True,False,
E002406,U0122,jamesbuchanan,Engineering,Software Engineer,analytics_dashboard,read,2025-09-30 13:49:55.254186,192.168.136.104,"Singapore, SG",True,False,
E002407,U0068,ismith,Operations,Operations Analyst,public_wiki,read,2025-09-30 13:57:19.254186,192.168.141.78,"London, UK",True,False,
E002408,U0167,samantha66,IT,IT Support,source_code_repo,read,2025-09-30 13:58:09.254186,192.168.227.24,"Toronto, CA",True,False,
E002409,U0109,sawyerscott,Product,Senior PM,analytics_dashboard,read,2025-09-30 13:59:34.254186,192.168.33.76,"New York, US",True,False,
E002410,U0168,grantpaul,Marketing,CMO,learning_portal,write,2025-09-30 14:01:00.254186,192.168.220.177,"San Francisco, US",True,False,
E002411,U0048,jonathanfletcher,HR,HR Director,employee_directory,read,2025-09-30 14:04:45.254186,192.168.147.164,"Berlin, DE",True,False,
E002412,U0094,cmiller,HR,HR Specialist,employee_directory,read,2025-09-30 14:04:51.254186,192.168.255.72,"Mumbai, IN",True,False,
E002413,U0176,smurray,Finance,Finance Manager,company_news,read,2025-09-30 14:05:24.254186,192.168.186.42,"Sydney, AU",True,False,
E002414,U0103,tyronemoran,Product,Senior PM,vacation_calendar,read,2025-09-30 14:05:34.254186,192.168.237.222,"Tokyo, JP",True,False,
E002415,U0071,stricklandfrank,Customer Support,Support Manager,employee_directory,read,2025-09-30 14:14:08.254186,192.168.23.130,"Berlin, DE",True,False,
E002416,U0033,panderson,HR,HR Manager,learning_portal,read,2025-09-30 14:17:13.254186,192.168.220.193,"São Paulo, BR",True,False,
E002417,U0150,kimberly99,Engineering,Engineering Manager,project_management,write,2025-09-30 14:17:40.254186,192.168.173.164,"Tokyo, JP",True,False,
E002418,U0061,edwardreyes,Sales,Sales Manager,sales_tools,read,2025-09-30 14:20:43.254186,192.168.101.174,"London, UK",True,False,
E002419,U0021,carlosjohnson,Legal,Paralegal,project_management,read,2025-09-30 14:22:57.254186,192.168.109.71,"London, UK",True,False,
E002420,U0079,ppeters,Sales,VP Sales,crm_system,read,2025-09-30 14:29:01.254186,192.168.41.159,"Toronto, CA",True,False,
E002421,U0041,gomezanita,Sales,Sales Rep,sales_tools,read,2025-09-30 14:40:00.254186,192.168.211.234,"Berlin, DE",True,False,
E002422,U0040,russellwilliams,HR,HR Director,payroll_system,read,2025-09-30 14:40:52.254186,192.168.105.57,"Tokyo, JP",True,False,
E002423,U0129,basschristina,Legal,General Counsel,learning_portal,read,2025-09-30 14:56:54.254186,192.168.140.23,"San Francisco, US",True,False,
E002424,U0074,alexander67,Legal,General Counsel,vacation_calendar,write,2025-09-30 14:57:11.254186,192.168.187.220,"Singapore, SG",True,False,
E002425,U0188,dennis58,Marketing,Marketing Manager,analytics_dashboard,read,2025-09-30 14:59:10.254186,192.168.127.86,"São Paulo, BR",True,False,
E002426,U0027,ntucker,HR,HR Specialist,employee_directory,read,2025-09-30 15:04:58.254186,192.168.85.80,"Mumbai, IN",True,False,
E002427,U0125,xcarson,HR,HR Specialist,employee_directory,read,2025-09-30 15:16:40.254186,192.168.177.106,"Toronto, CA",True,False,
E002428,U0158,fosterkyle,Legal,Paralegal,public_wiki,read,2025-09-30 15:18:42.254186,192.168.118.150,"São Paulo, BR",True,False,
E002429,U0189,lisabrown,IT,System Admin,aws_console,write,2025-09-30 15:29:44.254186,192.168.21.111,"Mumbai, IN",True,False,
E002430,U0109,sawyerscott,Product,Senior PM,project_management,read,2025-09-30 15:50:38.254186,192.168.195.22,"New York, US",True,False,
E002431,U0083,tina34,Customer Support,Support Lead,employee_directory,read,2025-09-30 15:53:48.254186,192.168.146.11,"Sydney, AU",True,False,
E002432,U0184,rodriguezrebecca,Marketing,Marketing Manager,crm_system,read,2025-09-30 16:15:16.254186,192.168.255.74,"Tokyo, JP",True,False,
E002433,U0055,kmercado,Customer Support,Support Agent,crm_system,read,2025-09-30 16:15:25.254186,192.168.246.20,"San Francisco, US",True,False,
E002434,U0112,crystalmccall,Marketing,CMO,crm_system,read,2025-09-30 16:20:36.254186,192.168.208.52,"Mumbai, IN",True,False,
E002435,U0162,tramos,Engineering,Senior Engineer,source_code_repo,read,2025-09-30 16:25:26.254186,192.168.81.65,"Toronto, CA",True,False,
E002436,U0083,tina34,Customer Support,Support Lead,time_tracker,read,2025-09-30 16:34:04.254186,192.168.13.79,"Sydney, AU",True,False,
E002437,U0121,kristina09,Product,Product Manager,project_management,read,2025-09-30 16:39:42.254186,192.168.8.83,"Singapore, SG",True,False,
E002438,U0047,yreed,IT,CISO,security_logs,read,2025-09-30 16:41:51.254186,192.168.76.63,"Berlin, DE",True,False,
E002439,U0100,mgutierrez,Product,Senior PM,project_management,read,2025-09-30 16:43:38.254186,192.168.59.177,"Mumbai, IN",True,False,
E002440,U0141,ohayes,IT,CISO,aws_console,read,2025-09-30 16:56:55.254186,192.168.192.205,"San Francisco, US",True,False,
E002441,U0182,fgilbert,Product,Senior PM,learning_portal,write,2025-09-30 16:57:14.254186,192.168.166.10,"Singapore, SG",True,False,
E002442,U0137,stephen00,Operations,Operations Analyst,vacation_calendar,read,2025-09-30 16:58:07.254186,192.168.253.114,"Singapore, SG",True,False,
E002443,U0196,zcox,HR,HR Specialist,employee_directory,read,2025-09-30 17:00:07.254186,192.168.163.120,"Toronto, CA",True,False,
E002444,U0061,edwardreyes,Sales,Sales Manager,employee_directory,read,2025-09-30 17:06:35.254186,192.168.7.244,"London, UK",True,False,
E002445,U0135,briannasmith,Finance,Finance Manager,payroll_system,execute,2025-09-30 17:17:48.254186,192.168.175.245,"Singapore, SG",True,False,
E002446,U0035,eric84,Operations,Operations Manager,time_tracker,read,2025-09-30 17:18:17.254186,192.168.232.204,"Tokyo, JP",True,False,
E002447,U0163,dhayes,IT,IT Support,time_tracker,read,2025-09-30 17:29:53.254186,192.168.146.240,"Toronto, CA",True,False,
E002448,U0163,dhayes,IT,IT Support,security_logs,read,2025-09-30 17:33:40.254186,192.168.146.99,"Toronto, CA",True,False,
E002449,U0010,nadams,Customer Support,Support Lead,public_wiki,execute,2025-09-30 17:40:50.254186,192.168.172.92,"Singapore, SG",True,False,
E002450,U0192,samuel67,Legal,Legal Counsel,public_wiki,read,2025-09-30 17:45:50.254186,192.168.9.184,"Tokyo, JP",True,False,
E002451,U0006,arnoldmaria,Operations,Operations Manager,time_tracker,read,2025-09-30 17:47:33.254186,192.168.148.57,"Singapore, SG",True,False,
E002452,U0029,smoore,Product,Product Manager,production_database,delete,2025-10-01 04:21:56.254186,139.14.233.235,"Sydney, AU",True,True,unusual_time
E002453,U0082,griffithleslie,Marketing,Content Creator,financial_database,write,2025-10-01 06:04:56.254186,148.57.63.95,"Toronto, CA",True,True,unusual_time
E002454,U0072,mdavid,Marketing,Marketing Manager,analytics_dashboard,read,2025-10-01 09:08:01.254186,192.168.147.254,"Sydney, AU",True,False,
E002455,U0139,joshuaschultz,Marketing,Marketing Specialist,marketing_platform,read,2025-10-01 09:10:10.254186,192.168.77.22,"Singapore, SG",True,False,
E002456,U0167,samantha66,IT,IT Support,aws_console,read,2025-10-01 09:12:05.254186,192.168.202.134,"Toronto, CA",True,False,
E002457,U0141,ohayes,IT,CISO,source_code_repo,write,2025-10-01 09:15:21.254186,192.168.224.35,"San Francisco, US",True,False,
E002458,U0160,kathleenrios,HR,Recruiter,public_wiki,download,2025-10-01 09:23:38.254186,192.168.175.111,"Mumbai, IN",True,False,
E002459,U0107,xhall,Product,Product Manager,source_code_repo,write,2025-10-01 09:24:50.254186,192.168.146.9,"London, UK",True,False,
E002460,U0101,andrea47,Finance,Controller,analytics_dashboard,read,2025-10-01 09:26:43.254186,192.168.61.112,"Tokyo, JP",True,False,
E002461,U0080,phillipsrichard,Marketing,Marketing Manager,company_news,read,2025-10-01 09:28:56.254186,192.168.28.231,"Berlin, DE",True,False,
E002462,U0076,marcus31,Operations,Operations Manager,project_management,write,2025-10-01 09:34:57.254186,192.168.176.182,"Toronto, CA",True,False,
E002463,U0016,ericfarmer,Product,Product Manager,learning_portal,read,2025-10-01 09:40:49.254186,192.168.135.11,"New York, US",True,False,
E002464,U0114,ryan38,Legal,Paralegal,time_tracker,read,2025-10-01 09:43:58.254186,192.168.232.28,"Berlin, DE",True,False,
E002465,U0039,rodriguezsierra,Finance,Accountant,payroll_system,read,2025-10-01 09:45:16.254186,192.168.217.220,"Tokyo, JP",True,False,
E002466,U0048,jonathanfletcher,HR,HR Director,employee_directory,read,2025-10-01 09:53:24.254186,192.168.178.207,"Berlin, DE",True,False,
E002467,U0165,cassidy82,Sales,Account Executive,sales_tools,read,2025-10-01 09:58:42.254186,192.168.35.155,"London, UK",True,False,
E002468,U0194,manuel15,HR,HR Manager,payroll_system,read,2025-10-01 09:59:11.254186,192.168.207.20,"Tokyo, JP",True,False,
E002469,U0068,ismith,Operations,Operations Analyst,time_tracker,read,2025-10-01 10:03:00.254186,192.168.174.160,"London, UK",True,False,
E002470,U0146,danny49,Product,VP Product,analytics_dashboard,read,2025-10-01 10:03:45.254186,192.168.61.197,"Singapore, SG",True,False,
E002471,U0158,fosterkyle,Legal,Paralegal,employee_directory,write,2025-10-01 10:06:36.254186,192.168.179.24,"São Paulo, BR",True,False,
E002472,U0135,briannasmith,Finance,Finance Manager,company_news,download,2025-10-01 10:08:39.254186,192.168.228.243,"Singapore, SG",True,False,
E002473,U0082,griffithleslie,Marketing,Content Creator,crm_system,write,2025-10-01 10:08:53.254186,192.168.24.42,"Toronto, CA",True,False,
E002474,U0136,xwest,Customer Support,Support Manager,company_news,read,2025-10-01 10:16:06.254186,192.168.121.45,"Sydney, AU",True,False,
E002475,U0064,tracynelson,Finance,Accountant,financial_database,write,2025-10-01 10:16:57.254186,192.168.109.29,"San Francisco, US",True,False,
E002476,U0038,bradley52,Engineering,Senior Engineer,analytics_dashboard,read,2025-10-01 10:37:00.254186,192.168.193.228,"New York, US",True,False,
E002477,U0098,ssteele,Customer Support,Support Agent,company_news,read,2025-10-01 10:38:53.254186,192.168.203.217,"Tokyo, JP",True,False,
E002478,U0112,crystalmccall,Marketing,CMO,vacation_calendar,read,2025-10-01 10:44:41.254186,192.168.126.237,"Mumbai, IN",True,False,
E002479,U0014,tasha01,Marketing,Marketing Specialist,analytics_dashboard,read,2025-10-01 10:46:17.254186,192.168.220.98,"London, UK",True,False,
E002480,U0039,rodriguezsierra,Finance,Accountant,learning_portal,read,2025-10-01 11:09:55.254186,192.168.60.30,"Tokyo, JP",True,False,
E002481,U0113,tjackson,Product,VP Product,public_wiki,read,2025-10-01 11:21:08.254186,192.168.228.163,"Tokyo, JP",True,False,
E002482,U0109,sawyerscott,Product,Senior PM,analytics_dashboard,read,2025-10-01 11:25:31.254186,192.168.170.137,"New York, US",True,False,
E002483,U0165,cassidy82,Sales,Account Executive,analytics_dashboard,read,2025-10-01 11:37:44.254186,192.168.117.135,"London, UK",True,False,
E002484,U0069,websterstefanie,Product,VP Product,analytics_dashboard,read,2025-10-01 11:42:09.254186,192.168.72.72,"Mumbai, IN",True,False,
E002485,U0159,rebeccabailey,Finance,Accountant,financial_database,read,2025-10-01 11:44:15.254186,192.168.103.121,"Toronto, CA",True,False,
E002486,U0136,xwest,Customer Support,Support Manager,employee_directory,read,2025-10-01 11:45:19.254186,192.168.100.98,"Sydney, AU",True,False,
E002487,U0170,vschneider,Finance,Accountant,analytics_dashboard,read,2025-10-01 11:45:30.254186,192.168.68.243,"São Paulo, BR",True,False,
E002488,U0026,pearsonamber,HR,HR Director,company_news,execute,2025-10-01 11:51:27.254186,192.168.230.118,"Toronto, CA",True,False,
E002489,U0156,tberry,Customer Support,Support Manager,crm_system,read,2025-10-01 12:07:24.254186,192.168.232.141,"Singapore, SG",True,False,
E002490,U0090,ocarter,Legal,General Counsel,employee_directory,read,2025-10-01 12:11:19.254186,192.168.255.189,"São Paulo, BR",True,False,
E002491,U0123,julie51,Customer Support,Support Agent,employee_directory,read,2025-10-01 12:12:03.254186,192.168.150.224,"London, UK",True,False,
E002492,U0112,crystalmccall,Marketing,CMO,analytics_dashboard,read,2025-10-01 12:16:42.254186,192.168.216.252,"Mumbai, IN",True,False,
E002493,U0167,samantha66,IT,IT Support,company_news,write,2025-10-01 12:16:59.254186,192.168.252.38,"Toronto, CA",True,False,
E002494,U0177,moniquewilliams,Legal,General Counsel,time_tracker,read,2025-10-01 12:23:23.254186,192.168.117.217,"Mumbai, IN",True,False,
E002495,U0138,cjoseph,Marketing,Marketing Manager,crm_system,read,2025-10-01 12:28:47.254186,192.168.146.216,"São Paulo, BR",True,False,
E002496,U0005,wdavis,Customer Support,Support Lead,employee_directory,read,2025-10-01 12:29:22.254186,192.168.240.225,"London, UK",True,False,
E002497,U0163,dhayes,IT,IT Support,admin_panel,read,2025-10-01 12:43:48.254186,192.168.3.72,"Toronto, CA",True,False,
E002498,U0028,ybaker,HR,HR Manager,employee_directory,read,2025-10-01 12:46:47.254186,192.168.133.151,"Mumbai, IN",True,False,
E002499,U0124,christopher60,Finance,Accountant,public_wiki,execute,2025-10-01 12:56:17.254186,192.168.43.160,"Toronto, CA",True,False,
E002500,U0057,pwilliams,Sales,Sales Manager,analytics_dashboard,execute,2025-10-01 13:00:27.254186,192.168.193.116,"Toronto, CA",True,False,
E002501,U0150,kimberly99,Engineering,Engineering Manager,analytics_dashboard,read,2025-10-01 13:07:34.254186,192.168.156.181,"Tokyo, JP",True,False,
E002502,U0134,amberlindsey,Customer Support,Support Lead,public_wiki,read,2025-10-01 13:15:43.254186,192.168.136.67,"Singapore, SG",True,False,
E002503,U0108,ymcneil,HR,Recruiter,payroll_system,write,2025-10-01 13:17:24.254186,192.168.209.182,"Berlin, DE",True,False,
E002504,U0012,wendytaylor,Finance,Controller,vacation_calendar,read,2025-10-01 13:26:24.254186,192.168.111.81,"Tokyo, JP",True,False,
E002505,U0170,vschneider,Finance,Accountant,payroll_system,read,2025-10-01 13:31:24.254186,192.168.75.202,"São Paulo, BR",True,False,
E002506,U0184,rodriguezrebecca,Marketing,Marketing Manager,time_tracker,write,2025-10-01 13:37:40.254186,192.168.249.147,"Tokyo, JP",True,False,
E002507,U0032,barnesbrandy,Product,Product Manager,analytics_dashboard,execute,2025-10-01 13:40:54.254186,192.168.105.198,"Tokyo, JP",True,False,
E002508,U0144,elizabeth65,Product,Senior PM,source_code_repo,read,2025-10-01 13:46:31.254186,192.168.103.193,"Tokyo, JP",True,False,
E002509,U0118,youngashley,HR,HR Specialist,crm_system,read,2025-10-01 13:51:32.254186,192.168.52.55,"Berlin, DE",True,False,
E002510,U0075,hthompson,HR,HR Director,crm_system,execute,2025-10-01 13:58:18.254186,192.168.65.34,"London, UK",True,False,
E002511,U0164,jford,Customer Support,Support Manager,public_wiki,read,2025-10-01 14:00:41.254186,192.168.187.20,"Berlin, DE",True,False,
E002512,U0121,kristina09,Product,Product Manager,employee_directory,read,2025-10-01 14:05:27.254186,192.168.166.39,"Singapore, SG",True,False,
E002513,U0124,christopher60,Finance,Accountant,financial_database,read,2025-10-01 14:12:49.254186,192.168.31.132,"Toronto, CA",True,False,
E002514,U0179,lisawilkerson,IT,CISO,security_logs,read,2025-10-01 14:14:48.254186,192.168.250.98,"Singapore, SG",True,False,
E002515,U0171,lucasrodney,Marketing,Marketing Specialist,crm_system,write,2025-10-01 14:19:07.254186,192.168.83.239,"Tokyo, JP",True,False,
E002516,U0075,hthompson,HR,HR Director,crm_system,write,2025-10-01 14:40:13.254186,192.168.77.113,"London, UK",True,False,
E002517,U0077,anthony52,Finance,Controller,financial_database,read,2025-10-01 14:50:13.254186,192.168.148.205,"Tokyo, JP",True,False,
E002518,U0047,yreed,IT,CISO,admin_panel,execute,2025-10-01 14:53:19.254186,192.168.24.164,"Berlin, DE",True,False,
E002519,U0048,jonathanfletcher,HR,HR Director,public_wiki,read,2025-10-01 14:58:53.254186,192.168.37.154,"Berlin, DE",True,False,
E002520,U0181,devinmitchell,Customer Support,Support Agent,time_tracker,read,2025-10-01 14:59:04.254186,192.168.146.90,"Toronto, CA",True,False,
E002521,U0049,ryan59,IT,IT Manager,company_news,read,2025-10-01 15:08:53.254186,192.168.242.104,"Mumbai, IN",True,False,
E002522,U0196,zcox,HR,HR Specialist,learning_portal,read,2025-10-01 15:26:20.254186,192.168.231.235,"Toronto, CA",True,False,
E002523,U0143,daviscolin,Operations,Operations Manager,time_tracker,execute,2025-10-01 15:31:09.254186,192.168.191.33,"Mumbai, IN",True,False,
E002524,U0185,ruben95,Sales,VP Sales,sales_tools,read,2025-10-01 15:32:27.254186,192.168.219.214,"London, UK",True,False,
E002525,U0054,andrewsanchez,Sales,VP Sales,public_wiki,execute,2025-10-01 15:38:56.254186,192.168.176.240,"São Paulo, BR",True,False,
E002526,U0006,arnoldmaria,Operations,Operations Manager,project_management,read,2025-10-01 15:40:11.254186,192.168.111.102,"Singapore, SG",True,False,
E002527,U0067,shawnrogers,Engineering,Software Engineer,public_wiki,read,2025-10-01 16:03:52.254186,192.168.12.9,"Toronto, CA",True,False,
E002528,U0084,joshuamccann,Product,Product Manager,analytics_dashboard,read,2025-10-01 16:05:29.254186,192.168.211.213,"São Paulo, BR",True,False,
E002529,U0120,danaoliver,Legal,Paralegal,project_management,write,2025-10-01 16:28:05.254186,192.168.51.75,"Tokyo, JP",True,False,
E002530,U0069,websterstefanie,Product,VP Product,source_code_repo,read,2025-10-01 16:29:29.254186,192.168.150.25,"Mumbai, IN",True,False,
E002531,U0093,smartinez,IT,System Admin,admin_panel,read,2025-10-01 16:35:37.254186,192.168.25.57,"Tokyo, JP",True,False,
E002532,U0028,ybaker,HR,HR Manager,employee_directory,read,2025-10-01 16:39:13.254186,192.168.197.244,"Mumbai, IN",True,False,
E002533,U0061,edwardreyes,Sales,Sales Manager,employee_directory,write,2025-10-01 16:47:01.254186,192.168.151.140,"London, UK",True,False,
E002534,U0170,vschneider,Finance,Accountant,analytics_dashboard,read,2025-10-01 16:48:02.254186,192.168.163.158,"São Paulo, BR",True,False,
E002535,U0093,smartinez,IT,System Admin,aws_console,read,2025-10-01 16:48:17.254186,192.168.12.22,"Tokyo, JP",True,False,
E002536,U0078,nicole48,IT,IT Manager,public_wiki,execute,2025-10-01 16:52:42.254186,192.168.251.145,"Singapore, SG",True,False,
E002537,U0129,basschristina,Legal,General Counsel,employee_directory,read,2025-10-01 16:59:28.254186,192.168.38.25,"San Francisco, US",True,False,
E002538,U0134,amberlindsey,Customer Support,Support Lead,crm_system,read,2025-10-01 17:05:07.254186,192.168.241.35,"Singapore, SG",True,False,
E002539,U0042,theresacochran,Legal,Paralegal,learning_portal,write,2025-10-01 17:06:26.254186,192.168.245.148,"San Francisco, US",True,False,
E002540,U0025,dwhite,Finance,Finance Manager,payroll_system,execute,2025-10-01 17:14:37.254186,192.168.219.216,"San Francisco, US",True,False,
E002541,U0112,crystalmccall,Marketing,CMO,vacation_calendar,write,2025-10-01 17:19:42.254186,192.168.253.180,"Mumbai, IN",True,False,
E002542,U0066,dayderek,Operations,Operations Analyst,time_tracker,read,2025-10-01 17:20:56.254186,192.168.193.251,"Mumbai, IN",True,False,
E002543,U0067,shawnrogers,Engineering,Software Engineer,public_wiki,read,2025-10-01 17:27:35.254186,192.168.163.145,"Toronto, CA",True,False,
E002544,U0061,edwardreyes,Sales,Sales Manager,time_tracker,write,2025-10-01 17:27:46.254186,192.168.65.130,"London, UK",True,False,
E002545,U0037,gracefarrell,Sales,Account Executive,sales_tools,write,2025-10-01 17:32:10.254186,192.168.26.78,"San Francisco, US",True,False,
E002546,U0029,smoore,Product,Product Manager,analytics_dashboard,read,2025-10-01 17:37:45.254186,192.168.158.195,"Sydney, AU",True,False,
E002547,U0060,joshuajones,Product,Senior PM,source_code_repo,read,2025-10-01 17:38:14.254186,192.168.155.233,"Sydney, AU",True,False,
E002548,U0145,michael98,Marketing,Content Creator,marketing_platform,read,2025-10-01 17:55:22.254186,192.168.110.74,"Singapore, SG",True,False,
E002549,U0196,zcox,HR,HR Specialist,aws_console,write,2025-10-01 17:55:56.254186,71.28.69.218,"Toronto, CA",False,True,privilege_escalation
E002550,U0073,melissa91,Sales,Sales Rep,time_tracker,read,2025-10-01 17:55:58.254186,192.168.174.121,"Mumbai, IN",True,False,
E002551,U0143,daviscolin,Operations,Operations Manager,employee_directory,read,2025-10-02 09:07:08.254186,192.168.151.235,"Mumbai, IN",True,False,
E002552,U0075,hthompson,HR,HR Director,company_news,write,2025-10-02 09:09:59.254186,192.168.235.4,"London, UK",True,False,
E002553,U0129,basschristina,Legal,General Counsel,project_management,read,2025-10-02 09:20:30.254186,192.168.50.120,"San Francisco, US",True,False,
E002554,U0126,rose31,Engineering,Engineering Manager,project_management,read,2025-10-02 09:27:05.254186,192.168.228.83,"Berlin, DE",True,False,
E002555,U0057,pwilliams,Sales,Sales Manager,analytics_dashboard,read,2025-10-02 09:30:44.254186,192.168.169.194,"Toronto, CA",True,False,
E002556,U0190,stewartkyle,Operations,COO,employee_directory,write,2025-10-02 09:38:36.254186,192.168.134.86,"Berlin, DE",True,False,
E002557,U0111,ofinley,Customer Support,Support Lead,crm_system,read,2025-10-02 09:43:12.254186,192.168.177.143,"New York, US",True,False,
E002558,U0144,elizabeth65,Product,Senior PM,learning_portal,execute,2025-10-02 09:48:22.254186,192.168.110.137,"Tokyo, JP",True,False,
E002559,U0179,lisawilkerson,IT,CISO,admin_panel,execute,2025-10-02 09:48:25.254186,192.168.255.58,"Singapore, SG",True,False,
E002560,U0129,basschristina,Legal,General Counsel,employee_directory,download,2025-10-02 09:48:44.254186,192.168.176.89,"San Francisco, US",True,False,
E002561,U0054,andrewsanchez,Sales,VP Sales,time_tracker,write,2025-10-02 09:51:12.254186,192.168.18.198,"São Paulo, BR",True,False,
E002562,U0010,nadams,Customer Support,Support Lead,learning_portal,read,2025-10-02 09:51:54.254186,192.168.82.175,"Singapore, SG",True,False,
E002563,U0132,buchananjohn,Product,VP Product,source_code_repo,write,2025-10-02 09:52:27.254186,192.168.149.228,"São Paulo, BR",True,False,
E002564,U0187,jon05,Legal,Paralegal,time_tracker,read,2025-10-02 09:58:12.254186,192.168.166.95,"Toronto, CA",True,False,
E002565,U0009,veronica83,Product,Product Manager,time_tracker,read,2025-10-02 10:03:25.254186,192.168.126.40,"San Francisco, US",True,False,
E002566,U0002,garzaanthony,Finance,Financial Analyst,analytics_dashboard,read,2025-10-02 10:09:16.254186,192.168.40.195,"Berlin, DE",True,False,
E002567,U0098,ssteele,Customer Support,Support Agent,employee_directory,read,2025-10-02 10:15:16.254186,192.168.197.95,"Tokyo, JP",True,False,
E002568,U0011,josephwright,Engineering,Senior Engineer,vacation_calendar,read,2025-10-02 10:29:28.254186,192.168.220.128,"San Francisco, US",True,False,
E002569,U0100,mgutierrez,Product,Senior PM,vacation_calendar,read,2025-10-02 10:30:39.254186,192.168.149.10,"Mumbai, IN",True,False,
E002570,U0157,lauriemontgomery,Legal,Paralegal,employee_directory,execute,2025-10-02 10:48:43.254186,192.168.140.154,"Toronto, CA",True,False,
E002571,U0056,dianasmith,Customer Support,Support Manager,time_tracker,execute,2025-10-02 10:49:49.254186,192.168.30.196,"Sydney, AU",True,False,
E002572,U0049,ryan59,IT,IT Manager,admin_panel,write,2025-10-02 10:55:04.254186,192.168.189.207,"Mumbai, IN",True,False,
E002573,U0132,buchananjohn,Product,VP Product,employee_directory,read,2025-10-02 10:57:01.254186,192.168.42.250,"São Paulo, BR",True,False,
E002574,U0038,bradley52,Engineering,Senior Engineer,analytics_dashboard,write,2025-10-02 10:57:56.254186,192.168.99.194,"New York, US",True,False,
E002575,U0139,joshuaschultz,Marketing,Marketing Specialist,marketing_platform,read,2025-10-02 11:00:23.254186,192.168.41.17,"Singapore, SG",True,False,
E002576,U0098,ssteele,Customer Support,Support Agent,company_news,read,2025-10-02 11:01:55.254186,192.168.135.121,"Tokyo, JP",True,False,
E002577,U0096,hinesgregory,Sales,Account Executive,sales_tools,read,2025-10-02 11:01:56.254186,192.168.255.244,"New York, US",True,False,
E002578,U0122,jamesbuchanan,Engineering,Software Engineer,vacation_calendar,read,2025-10-02 11:06:38.254186,192.168.149.212,"Singapore, SG",True,False,
E002579,U0187,jon05,Legal,Paralegal,vacation_calendar,read,2025-10-02 11:07:47.254186,192.168.185.215,"Toronto, CA",True,False,
E002580,U0187,jon05,Legal,Paralegal,vacation_calendar,read,2025-10-02 11:13:48.254186,192.168.78.60,"Toronto, CA",True,False,
E002581,U0029,smoore,Product,Product Manager,public_wiki,read,2025-10-02 11:17:56.254186,192.168.235.18,"Sydney, AU",True,False,
E002582,U0046,sheila14,Product,Product Manager,analytics_dashboard,read,2025-10-02 11:25:20.254186,192.168.124.220,"Singapore, SG",True,False,
E002583,U0133,lisahall,Product,Senior PM,employee_directory,read,2025-10-02 11:28:05.254186,192.168.8.242,"Berlin, DE",True,False,
E002584,U0043,josephcobb,Operations,Operations Analyst,analytics_dashboard,write,2025-10-02 11:29:32.254186,192.168.215.85,"Singapore, SG",True,False,
E002585,U0089,donna23,Marketing,Content Creator,analytics_dashboard,read,2025-10-02 11:29:46.254186,192.168.122.31,"Berlin, DE",True,False,
E002586,U0189,lisabrown,IT,System Admin,admin_panel,read,2025-10-02 11:30:06.254186,192.168.54.189,"Mumbai, IN",True,False,
E002587,U0043,josephcobb,Operations,Operations Analyst,project_management,read,2025-10-02 11:30:59.254186,192.168.76.17,"Singapore, SG",True,False,
E002588,U0172,ilee,IT,IT Manager,admin_panel,read,2025-10-02 11:39:19.254186,192.168.121.204,"São Paulo, BR",True,False,
E002589,U0093,smartinez,IT,System Admin,security_logs,read,2025-10-02 11:57:16.254186,192.168.132.2,"Tokyo, JP",True,False,
E002590,U0117,danielle64,Engineering,Software Engineer,employee_directory,execute,2025-10-02 12:03:13.254186,192.168.46.207,"London, UK",True,False,
